@RELATION sounds
@ATTRIBUTE onset REAL
@ATTRIBUTE onset_diff REAL
@ATTRIBUTE sal REAL
@ATTRIBUTE prob REAL
@ATTRIBUTE name {Areen, Daniel, Eryn, Faisal, Jin, Li, Peter, Sandhya, Sanjay, Soni, Xiao, Yafang, Yang, Unknown}

@DATA
0.28850792889313903, 0.0, 10.593929290771484, 0.90922475, Faisal
0.7180770838709375, 0.42956915497779846, 3.3129000663757324, 0.9680298, Faisal
0.8806168044062158, 0.16253972053527832, 10.276806831359863, 0.9680911, Faisal
1.1824761832209132, 0.3018593788146974, 14.251372337341309, 0.99471045, Faisal
1.4088707173319361, 0.22639453411102295, 5.197041034698486, 0.9919452, Faisal
1.8674648011179469, 0.45859408378601074, 11.210081100463867, 0.97659737, Faisal
2.0183944905252953, 0.1509296894073484, 5.539239883422852, 0.81630224, Faisal
2.244789143845608, 0.2263946533203125, 10.249223709106445, 0.80018145, Faisal
2.5292334759684105, 0.28444433212280273, 4.516899108886719, 0.8290454, Faisal
2.7033832276316185, 0.174149751663208, 7.672513484954834, 0.8017414, Faisal
3.3941769803019066, 0.6907937526702881, 8.353670120239258, 0.8842501, Faisal
3.614766379639675, 0.22058939933776855, 25.430423736572266, 0.82014424, Faisal
3.9108207428904076, 0.2960543632507324, 15.161942481994629, 0.93130267, Faisal
4.050140401169827, 0.1393196582794194, 6.711230278015137, 0.88683265, Faisal
4.235900422379544, 0.1857600212097168, 6.518927574157715, 0.82146287, Faisal
4.473904629990628, 0.23800420761108398, 6.578629016876221, 0.82578725, Faisal
4.758349438950589, 0.28444480895996094, 20.937532424926758, 0.8391865, Faisal
4.990548630997708, 0.23219919204711914, 9.70074462890625, 0.8942764, Faisal
5.321433087632229, 0.3308844566345215, 2.272158622741699, 0.9604463, Faisal
5.4549479687662625, 0.1335148811340332, 16.211050033569336, 0.9734801, Faisal
5.571047803208401, 0.11609983444213867, 5.41456937789917, 0.86896795, Faisal
5.843882104203274, 0.27283430099487305, 6.739957332611084, 0.8018075, Faisal
6.256036301896145, 0.4121541976928711, 6.175222873687744, 0.81908935, Faisal
6.4592108929605985, 0.20317459106445312, 4.32242488861084, 0.95871395, Faisal
6.761070271775296, 0.30185937881469727, 7.991593360900879, 0.88482887, Faisal
6.923609753891995, 0.16253948211669922, 8.871528625488281, 0.97972447, Faisal
7.794358273789456, 0.8707485198974609, 13.888801574707031, 0.99046963, Faisal
7.956897755906155, 0.16253948211669922, 6.694592475891113, 0.9886061, Faisal
8.072998067185452, 0.11610031127929688, 9.491806983947754, 0.98118675, Faisal
9.210775395676663, 1.137777328491211, 8.444968223571777, 0.98856133, Faisal
9.361704846665432, 0.15092945098876953, 17.197235107421875, 0.8981283, Faisal
9.634539624497464, 0.27283477783203125, 10.475020408630371, 0.8699956, Faisal
9.779664059922268, 0.1451244354248047, 6.195884704589844, 0.94224966, Faisal
10.023473759934475, 0.24380970001220703, 6.1151509284973145, 0.9503616, Faisal
10.52270319108682, 0.49922943115234375, 10.718344688415527, 0.9887893, Faisal
10.656217595383694, 0.133514404296875, 11.33781623840332, 0.9831617, Faisal
11.358621617600491, 0.7024040222167969, 13.082463264465332, 0.8956136, Faisal
11.54438116197305, 0.1857595443725586, 12.811371803283691, 0.8751868, Faisal
12.403519650742581, 0.8591384887695312, 4.600020885467529, 0.81744695, Faisal
13.088507672593167, 0.6849880218505859, 7.126830577850342, 0.89742386, Faisal
13.216218015000393, 0.12771034240722656, 16.988204956054688, 0.8135239, Faisal
13.378757497117093, 0.16253948211669922, 11.511358261108398, 0.86189306, Faisal
13.837351819321682, 0.45859432220458984, 8.473936080932617, 0.8062806, Faisal
14.626830121323636, 0.7894783020019531, 14.334095001220703, 0.8991621, Faisal
14.853224774643948, 0.2263946533203125, 33.596683502197266, 0.8111466, Faisal
15.126058598801663, 0.27283382415771484, 11.13240909576416, 0.9061497, Faisal
15.271183987900784, 0.1451253890991211, 6.65326452255249, 0.8837964, Faisal
15.596262952134182, 0.32507896423339844, 7.50290584564209, 0.82498777, Faisal
16.902385731980374, 1.3061227798461914, 12.925623893737793, 0.81792307, Faisal
17.128780385300686, 0.2263946533203125, 20.886051177978516, 0.8068549, Faisal
17.244880696579983, 0.11610031127929688, 15.660656929016113, 0.8073944, Faisal
17.982112904831936, 0.7372322082519531, 22.464183807373047, 0.8072258, Faisal
18.22592355851846, 0.24381065368652344, 12.009024620056152, 0.810552, Faisal
18.672906895920804, 0.44698333740234375, 11.385377883911133, 0.9226189, Faisal
19.40433504228311, 0.7314281463623047, 12.68894100189209, 0.86323047, Faisal
19.537849446579983, 0.133514404296875, 7.719125270843506, 0.8752515, Faisal
19.932590504929593, 0.3947410583496094, 9.196518898010254, 0.84199697, Faisal
20.88460733537393, 0.9520168304443359, 11.031776428222656, 0.85789526, Faisal
21.308372517869046, 0.4237651824951172, 17.718345642089844, 0.8813903, Faisal
21.78438188676553, 0.4760093688964844, 13.256819725036621, 0.8341587, Faisal
1.0199364626856349, 20.249313354492188, 20.249313354492188, 0.92899215, Jin
1.5075555050821803, 10.314302444458008, 10.314302444458008, 0.9543977, Jin
2.02419950608926, 6.30003023147583, 6.30003023147583, 0.93894255, Jin
2.2563991749735375, 12.66262149810791, 12.66262149810791, 0.992211, Jin
2.4595737660379906, 11.429929733276367, 11.429929733276367, 0.8515255, Jin
2.8136780465097924, 14.767725944519043, 14.767725944519043, 0.8715221, Jin
2.9820227826090355, 21.69881248474121, 21.69881248474121, 0.8804526, Jin
